"Time_Iter","Outer_Iter","Inner_Iter",   "rms[A_Rho]"   ,   "rms[A_RhoU]"  ,   "rms[A_RhoV]"  ,   "rms[A_RhoW]"  ,    "rms[A_E]"    
          0,           0,         249,      -1.658066825,      -4.641231463,      -4.934139677,                 0,      -7.114689304
          0,           0,         250,      -1.657119278,      -4.638953765,      -4.931162715,                 0,      -7.113859959
          0,           0,         251,      -1.658066825,      -4.641231463,      -4.934139677,                 0,      -7.114689304
          0,           0,         252,      -1.657119278,      -4.638953765,      -4.931162715,                 0,      -7.113859959
          0,           0,         253,      -1.658066825,      -4.641231463,      -4.934139677,                 0,      -7.114689304
          0,           0,         254,      -1.657119278,      -4.638953765,      -4.931162715,                 0,      -7.113859959
          0,           0,         255,      -1.658066825,      -4.641231463,      -4.934139677,                 0,      -7.114689304
          0,           0,         256,      -1.657119278,      -4.638953765,      -4.931162715,                 0,      -7.113859959
          0,           0,         257,      -1.658066825,      -4.641231463,      -4.934139677,                 0,      -7.114689304
          0,           0,         258,      -1.657119278,      -4.638953765,      -4.931162715,                 0,      -7.113859959
          0,           0,         259,      -1.658066825,      -4.641231463,      -4.934139677,                 0,      -7.114689304
          0,           0,         260,      -1.657119278,      -4.638953765,      -4.931162715,                 0,      -7.113859959
          0,           0,         261,      -1.658066825,      -4.641231463,      -4.934139677,                 0,      -7.114689304
          0,           0,         262,      -1.657119278,      -4.638953765,      -4.931162715,                 0,      -7.113859959
          0,           0,         263,      -1.658066825,      -4.641231463,      -4.934139677,                 0,      -7.114689304
          0,           0,         264,      -1.657119278,      -4.638953765,      -4.931162715,                 0,      -7.113859959
          0,           0,         265,      -1.658066825,      -4.641231463,      -4.934139677,                 0,      -7.114689304
          0,           0,         266,      -1.657119278,      -4.638953765,      -4.931162715,                 0,      -7.113859959
          0,           0,         267,      -1.658066825,      -4.641231463,      -4.934139677,                 0,      -7.114689304
          0,           0,         268,      -1.657119278,      -4.638953765,      -4.931162715,                 0,      -7.113859959
          0,           0,         269,      -1.658066825,      -4.641231463,      -4.934139677,                 0,      -7.114689304
          0,           0,         270,      -1.657119278,      -4.638953765,      -4.931162715,                 0,      -7.113859959
          0,           0,         271,      -1.658066825,      -4.641231463,      -4.934139677,                 0,      -7.114689304
          0,           0,         272,      -1.657119278,      -4.638953765,      -4.931162715,                 0,      -7.113859959
          0,           0,         273,      -1.658066825,      -4.641231463,      -4.934139677,                 0,      -7.114689304
          0,           0,         274,      -1.657119278,      -4.638953765,      -4.931162715,                 0,      -7.113859959
          0,           0,         275,      -1.658066825,      -4.641231463,      -4.934139677,                 0,      -7.114689304
          0,           0,         276,      -1.657119278,      -4.638953765,      -4.931162715,                 0,      -7.113859959
          0,           0,         277,      -1.658066825,      -4.641231463,      -4.934139677,                 0,      -7.114689304
          0,           0,         278,      -1.657119278,      -4.638953765,      -4.931162715,                 0,      -7.113859959
          0,           0,         279,      -1.658066825,      -4.641231463,      -4.934139677,                 0,      -7.114689304
          0,           0,         280,      -1.657119278,      -4.638953765,      -4.931162715,                 0,      -7.113859959
          0,           0,         281,      -1.658066825,      -4.641231463,      -4.934139677,                 0,      -7.114689304
          0,           0,         282,      -1.657119278,      -4.638953765,      -4.931162715,                 0,      -7.113859959
          0,           0,         283,      -1.658066825,      -4.641231463,      -4.934139677,                 0,      -7.114689304
          0,           0,         284,      -1.657119278,      -4.638953765,      -4.931162715,                 0,      -7.113859959
          0,           0,         285,      -1.658066825,      -4.641231463,      -4.934139677,                 0,      -7.114689304
          0,           0,         286,      -1.657119278,      -4.638953765,      -4.931162715,                 0,      -7.113859959
          0,           0,         287,      -1.658066825,      -4.641231463,      -4.934139677,                 0,      -7.114689304
          0,           0,         288,      -1.657119278,      -4.638953765,      -4.931162715,                 0,      -7.113859959
          0,           0,         289,      -1.658066825,      -4.641231463,      -4.934139677,                 0,      -7.114689304
          0,           0,         290,      -1.657119278,      -4.638953765,      -4.931162715,                 0,      -7.113859959
          0,           0,         291,      -1.658066825,      -4.641231463,      -4.934139677,                 0,      -7.114689304
          0,           0,         292,      -1.657119278,      -4.638953765,      -4.931162715,                 0,      -7.113859959
          0,           0,         293,      -1.658066825,      -4.641231463,      -4.934139677,                 0,      -7.114689304
          0,           0,         294,      -1.657119278,      -4.638953765,      -4.931162715,                 0,      -7.113859959
          0,           0,         295,      -1.658066825,      -4.641231463,      -4.934139677,                 0,      -7.114689304
          0,           0,         296,      -1.657119278,      -4.638953765,      -4.931162715,                 0,      -7.113859959
          0,           0,         297,      -1.658066825,      -4.641231463,      -4.934139677,                 0,      -7.114689304
          0,           0,         298,      -1.657119278,      -4.638953765,      -4.931162715,                 0,      -7.113859959
          0,           0,         299,      -1.658066825,      -4.641231463,      -4.934139677,                 0,      -7.114689304
          0,           0,         300,      -1.657119278,      -4.638953765,      -4.931162715,                 0,      -7.113859959
          0,           0,         301,      -1.658066825,      -4.641231463,      -4.934139677,                 0,      -7.114689304
          0,           0,         302,      -1.657119278,      -4.638953765,      -4.931162715,                 0,      -7.113859959
          0,           0,         303,      -1.658066825,      -4.641231463,      -4.934139677,                 0,      -7.114689304
          0,           0,         304,      -1.657119278,      -4.638953765,      -4.931162715,                 0,      -7.113859959
          0,           0,         305,      -1.658066825,      -4.641231463,      -4.934139677,                 0,      -7.114689304
          0,           0,         306,      -1.657119278,      -4.638953765,      -4.931162715,                 0,      -7.113859959
          0,           0,         307,      -1.658066825,      -4.641231463,      -4.934139677,                 0,      -7.114689304
          0,           0,         308,      -1.657119278,      -4.638953765,      -4.931162715,                 0,      -7.113859959
          0,           0,         309,      -1.658066825,      -4.641231463,      -4.934139677,                 0,      -7.114689304
          0,           0,         310,      -1.657119278,      -4.638953765,      -4.931162715,                 0,      -7.113859959
          0,           0,         311,      -1.658066825,      -4.641231463,      -4.934139677,                 0,      -7.114689304
          0,           0,         312,      -1.657119278,      -4.638953765,      -4.931162715,                 0,      -7.113859959
          0,           0,         313,      -1.658066825,      -4.641231463,      -4.934139677,                 0,      -7.114689304
          0,           0,         314,      -1.657119278,      -4.638953765,      -4.931162715,                 0,      -7.113859959
          0,           0,         315,      -1.658066825,      -4.641231463,      -4.934139677,                 0,      -7.114689304
          0,           0,         316,      -1.657119278,      -4.638953765,      -4.931162715,                 0,      -7.113859959
          0,           0,         317,      -1.658066825,      -4.641231463,      -4.934139677,                 0,      -7.114689304
          0,           0,         318,      -1.657119278,      -4.638953765,      -4.931162715,                 0,      -7.113859959
          0,           0,         319,      -1.658066825,      -4.641231463,      -4.934139677,                 0,      -7.114689304
          0,           0,         320,      -1.657119278,      -4.638953765,      -4.931162715,                 0,      -7.113859959
          0,           0,         321,      -1.658066825,      -4.641231463,      -4.934139677,                 0,      -7.114689304
          0,           0,         322,      -1.657119278,      -4.638953765,      -4.931162715,                 0,      -7.113859959
          0,           0,         323,      -1.658066825,      -4.641231463,      -4.934139677,                 0,      -7.114689304
          0,           0,         324,      -1.657119278,      -4.638953765,      -4.931162715,                 0,      -7.113859959
          0,           0,         325,      -1.658066825,      -4.641231463,      -4.934139677,                 0,      -7.114689304
          0,           0,         326,      -1.657119278,      -4.638953765,      -4.931162715,                 0,      -7.113859959
          0,           0,         327,      -1.658066825,      -4.641231463,      -4.934139677,                 0,      -7.114689304
          0,           0,         328,      -1.657119278,      -4.638953765,      -4.931162715,                 0,      -7.113859959
          0,           0,         329,      -1.658066825,      -4.641231463,      -4.934139677,                 0,      -7.114689304
          0,           0,         330,      -1.657119278,      -4.638953765,      -4.931162715,                 0,      -7.113859959
          0,           0,         331,      -1.658066825,      -4.641231463,      -4.934139677,                 0,      -7.114689304
          0,           0,         332,      -1.657119278,      -4.638953765,      -4.931162715,                 0,      -7.113859959
          0,           0,         333,      -1.658066825,      -4.641231463,      -4.934139677,                 0,      -7.114689304
          0,           0,         334,      -1.657119278,      -4.638953765,      -4.931162715,                 0,      -7.113859959
          0,           0,         335,      -1.658066825,      -4.641231463,      -4.934139677,                 0,      -7.114689304
          0,           0,         336,      -1.657119278,      -4.638953765,      -4.931162715,                 0,      -7.113859959
          0,           0,         337,      -1.658066825,      -4.641231463,      -4.934139677,                 0,      -7.114689304
          0,           0,         338,      -1.657119278,      -4.638953765,      -4.931162715,                 0,      -7.113859959
          0,           0,         339,      -1.658066825,      -4.641231463,      -4.934139677,                 0,      -7.114689304
          0,           0,         340,      -1.657119278,      -4.638953765,      -4.931162715,                 0,      -7.113859959
          0,           0,         341,      -1.658066825,      -4.641231463,      -4.934139677,                 0,      -7.114689304
          0,           0,         342,      -1.657119278,      -4.638953765,      -4.931162715,                 0,      -7.113859959
          0,           0,         343,      -1.658066825,      -4.641231463,      -4.934139677,                 0,      -7.114689304
          0,           0,         344,      -1.657119278,      -4.638953765,      -4.931162715,                 0,      -7.113859959
          0,           0,         345,      -1.658066825,      -4.641231463,      -4.934139677,                 0,      -7.114689304
          0,           0,         346,      -1.657119278,      -4.638953765,      -4.931162715,                 0,      -7.113859959
          0,           0,         347,      -1.658066825,      -4.641231463,      -4.934139677,                 0,      -7.114689304
          0,           0,         348,      -1.657119278,      -4.638953765,      -4.931162715,                 0,      -7.113859959
          0,           0,         349,      -1.658066825,      -4.641231463,      -4.934139677,                 0,      -7.114689304
          0,           0,         350,      -1.657119278,      -4.638953765,      -4.931162715,                 0,      -7.113859959
          0,           0,         351,      -1.658066825,      -4.641231463,      -4.934139677,                 0,      -7.114689304
          0,           0,         352,      -1.657119278,      -4.638953765,      -4.931162715,                 0,      -7.113859959
          0,           0,         353,      -1.658066825,      -4.641231463,      -4.934139677,                 0,      -7.114689304
          0,           0,         354,      -1.657119278,      -4.638953765,      -4.931162715,                 0,      -7.113859959
          0,           0,         355,      -1.658066825,      -4.641231463,      -4.934139677,                 0,      -7.114689304
          0,           0,         356,      -1.657119278,      -4.638953765,      -4.931162715,                 0,      -7.113859959
          0,           0,         357,      -1.658066825,      -4.641231463,      -4.934139677,                 0,      -7.114689304
          0,           0,         358,      -1.657119278,      -4.638953765,      -4.931162715,                 0,      -7.113859959
          0,           0,         359,      -1.658066825,      -4.641231463,      -4.934139677,                 0,      -7.114689304
          0,           0,         360,      -1.657119278,      -4.638953765,      -4.931162715,                 0,      -7.113859959
          0,           0,         361,      -1.658066825,      -4.641231463,      -4.934139677,                 0,      -7.114689304
          0,           0,         362,      -1.657119278,      -4.638953765,      -4.931162715,                 0,      -7.113859959
          0,           0,         363,      -1.658066825,      -4.641231463,      -4.934139677,                 0,      -7.114689304
          0,           0,         364,      -1.657119278,      -4.638953765,      -4.931162715,                 0,      -7.113859959
          0,           0,         365,      -1.658066825,      -4.641231463,      -4.934139677,                 0,      -7.114689304
          0,           0,         366,      -1.657119278,      -4.638953765,      -4.931162715,                 0,      -7.113859959
          0,           0,         367,      -1.658066825,      -4.641231463,      -4.934139677,                 0,      -7.114689304
          0,           0,         368,      -1.657119278,      -4.638953765,      -4.931162715,                 0,      -7.113859959
          0,           0,         369,      -1.658066825,      -4.641231463,      -4.934139677,                 0,      -7.114689304
          0,           0,         370,      -1.657119278,      -4.638953765,      -4.931162715,                 0,      -7.113859959
          0,           0,         371,      -1.658066825,      -4.641231463,      -4.934139677,                 0,      -7.114689304
          0,           0,         372,      -1.657119278,      -4.638953765,      -4.931162715,                 0,      -7.113859959
          0,           0,         373,      -1.658066825,      -4.641231463,      -4.934139677,                 0,      -7.114689304
          0,           0,         374,      -1.657119278,      -4.638953765,      -4.931162715,                 0,      -7.113859959
          0,           0,         375,      -1.658066825,      -4.641231463,      -4.934139677,                 0,      -7.114689304
          0,           0,         376,      -1.657119278,      -4.638953765,      -4.931162715,                 0,      -7.113859959
          0,           0,         377,      -1.658066825,      -4.641231463,      -4.934139677,                 0,      -7.114689304
          0,           0,         378,      -1.657119278,      -4.638953765,      -4.931162715,                 0,      -7.113859959
          0,           0,         379,      -1.658066825,      -4.641231463,      -4.934139677,                 0,      -7.114689304
          0,           0,         380,      -1.657119278,      -4.638953765,      -4.931162715,                 0,      -7.113859959
          0,           0,         381,      -1.658066825,      -4.641231463,      -4.934139677,                 0,      -7.114689304
          0,           0,         382,      -1.657119278,      -4.638953765,      -4.931162715,                 0,      -7.113859959
          0,           0,         383,      -1.658066825,      -4.641231463,      -4.934139677,                 0,      -7.114689304
          0,           0,         384,      -1.657119278,      -4.638953765,      -4.931162715,                 0,      -7.113859959
          0,           0,         385,      -1.658066825,      -4.641231463,      -4.934139677,                 0,      -7.114689304
          0,           0,         386,      -1.657119278,      -4.638953765,      -4.931162715,                 0,      -7.113859959
          0,           0,         387,      -1.658066825,      -4.641231463,      -4.934139677,                 0,      -7.114689304
          0,           0,         388,      -1.657119278,      -4.638953765,      -4.931162715,                 0,      -7.113859959
          0,           0,         389,      -1.658066825,      -4.641231463,      -4.934139677,                 0,      -7.114689304
          0,           0,         390,      -1.657119278,      -4.638953765,      -4.931162715,                 0,      -7.113859959
          0,           0,         391,      -1.658066825,      -4.641231463,      -4.934139677,                 0,      -7.114689304
          0,           0,         392,      -1.657119278,      -4.638953765,      -4.931162715,                 0,      -7.113859959
          0,           0,         393,      -1.658066825,      -4.641231463,      -4.934139677,                 0,      -7.114689304
          0,           0,         394,      -1.657119278,      -4.638953765,      -4.931162715,                 0,      -7.113859959
          0,           0,         395,      -1.658066825,      -4.641231463,      -4.934139677,                 0,      -7.114689304
          0,           0,         396,      -1.657119278,      -4.638953765,      -4.931162715,                 0,      -7.113859959
          0,           0,         397,      -1.658066825,      -4.641231463,      -4.934139677,                 0,      -7.114689304
          0,           0,         398,      -1.657119278,      -4.638953765,      -4.931162715,                 0,      -7.113859959
          0,           0,         399,      -1.658066825,      -4.641231463,      -4.934139677,                 0,      -7.114689304
          0,           0,         400,      -1.657119278,      -4.638953765,      -4.931162715,                 0,      -7.113859959
          0,           0,         401,      -1.658066825,      -4.641231463,      -4.934139677,                 0,      -7.114689304
          0,           0,         402,      -1.657119278,      -4.638953765,      -4.931162715,                 0,      -7.113859959
          0,           0,         403,      -1.658066825,      -4.641231463,      -4.934139677,                 0,      -7.114689304
          0,           0,         404,      -1.657119278,      -4.638953765,      -4.931162715,                 0,      -7.113859959
          0,           0,         405,      -1.658066825,      -4.641231463,      -4.934139677,                 0,      -7.114689304
          0,           0,         406,      -1.657119278,      -4.638953765,      -4.931162715,                 0,      -7.113859959
          0,           0,         407,      -1.658066825,      -4.641231463,      -4.934139677,                 0,      -7.114689304
          0,           0,         408,      -1.657119278,      -4.638953765,      -4.931162715,                 0,      -7.113859959
          0,           0,         409,      -1.658066825,      -4.641231463,      -4.934139677,                 0,      -7.114689304
          0,           0,         410,      -1.657119278,      -4.638953765,      -4.931162715,                 0,      -7.113859959
          0,           0,         411,      -1.658066825,      -4.641231463,      -4.934139677,                 0,      -7.114689304
          0,           0,         412,      -1.657119278,      -4.638953765,      -4.931162715,                 0,      -7.113859959
          0,           0,         413,      -1.658066825,      -4.641231463,      -4.934139677,                 0,      -7.114689304
          0,           0,         414,      -1.657119278,      -4.638953765,      -4.931162715,                 0,      -7.113859959
          0,           0,         415,      -1.658066825,      -4.641231463,      -4.934139677,                 0,      -7.114689304
          0,           0,         416,      -1.657119278,      -4.638953765,      -4.931162715,                 0,      -7.113859959
          0,           0,         417,      -1.658066825,      -4.641231463,      -4.934139677,                 0,      -7.114689304
          0,           0,         418,      -1.657119278,      -4.638953765,      -4.931162715,                 0,      -7.113859959
          0,           0,         419,      -1.658066825,      -4.641231463,      -4.934139677,                 0,      -7.114689304
          0,           0,         420,      -1.657119278,      -4.638953765,      -4.931162715,                 0,      -7.113859959
          0,           0,         421,      -1.658066825,      -4.641231463,      -4.934139677,                 0,      -7.114689304
          0,           0,         422,      -1.657119278,      -4.638953765,      -4.931162715,                 0,      -7.113859959
          0,           0,         423,      -1.658066825,      -4.641231463,      -4.934139677,                 0,      -7.114689304
          0,           0,         424,      -1.657119278,      -4.638953765,      -4.931162715,                 0,      -7.113859959
          0,           0,         425,      -1.658066825,      -4.641231463,      -4.934139677,                 0,      -7.114689304
          0,           0,         426,      -1.657119278,      -4.638953765,      -4.931162715,                 0,      -7.113859959
          0,           0,         427,      -1.658066825,      -4.641231463,      -4.934139677,                 0,      -7.114689304
          0,           0,         428,      -1.657119278,      -4.638953765,      -4.931162715,                 0,      -7.113859959
          0,           0,         429,      -1.658066825,      -4.641231463,      -4.934139677,                 0,      -7.114689304
          0,           0,         430,      -1.657119278,      -4.638953765,      -4.931162715,                 0,      -7.113859959
          0,           0,         431,      -1.658066825,      -4.641231463,      -4.934139677,                 0,      -7.114689304
          0,           0,         432,      -1.657119278,      -4.638953765,      -4.931162715,                 0,      -7.113859959
          0,           0,         433,      -1.658066825,      -4.641231463,      -4.934139677,                 0,      -7.114689304
          0,           0,         434,      -1.657119278,      -4.638953765,      -4.931162715,                 0,      -7.113859959
          0,           0,         435,      -1.658066825,      -4.641231463,      -4.934139677,                 0,      -7.114689304
          0,           0,         436,      -1.657119278,      -4.638953765,      -4.931162715,                 0,      -7.113859959
          0,           0,         437,      -1.658066825,      -4.641231463,      -4.934139677,                 0,      -7.114689304
          0,           0,         438,      -1.657119278,      -4.638953765,      -4.931162715,                 0,      -7.113859959
          0,           0,         439,      -1.658066825,      -4.641231463,      -4.934139677,                 0,      -7.114689304
          0,           0,         440,      -1.657119278,      -4.638953765,      -4.931162715,                 0,      -7.113859959
          0,           0,         441,      -1.658066825,      -4.641231463,      -4.934139677,                 0,      -7.114689304
          0,           0,         442,      -1.657119278,      -4.638953765,      -4.931162715,                 0,      -7.113859959
          0,           0,         443,      -1.658066825,      -4.641231463,      -4.934139677,                 0,      -7.114689304
          0,           0,         444,      -1.657119278,      -4.638953765,      -4.931162715,                 0,      -7.113859959
          0,           0,         445,      -1.658066825,      -4.641231463,      -4.934139677,                 0,      -7.114689304
          0,           0,         446,      -1.657119278,      -4.638953765,      -4.931162715,                 0,      -7.113859959
          0,           0,         447,      -1.658066825,      -4.641231463,      -4.934139677,                 0,      -7.114689304
          0,           0,         448,      -1.657119278,      -4.638953765,      -4.931162715,                 0,      -7.113859959
          0,           0,         449,      -1.658066825,      -4.641231463,      -4.934139677,                 0,      -7.114689304
          0,           0,         450,      -1.657119278,      -4.638953765,      -4.931162715,                 0,      -7.113859959
          0,           0,         451,      -1.658066825,      -4.641231463,      -4.934139677,                 0,      -7.114689304
          0,           0,         452,      -1.657119278,      -4.638953765,      -4.931162715,                 0,      -7.113859959
          0,           0,         453,      -1.658066825,      -4.641231463,      -4.934139677,                 0,      -7.114689304
          0,           0,         454,      -1.657119278,      -4.638953765,      -4.931162715,                 0,      -7.113859959
          0,           0,         455,      -1.658066825,      -4.641231463,      -4.934139677,                 0,      -7.114689304
          0,           0,         456,      -1.657119278,      -4.638953765,      -4.931162715,                 0,      -7.113859959
          0,           0,         457,      -1.658066825,      -4.641231463,      -4.934139677,                 0,      -7.114689304
          0,           0,         458,      -1.657119278,      -4.638953765,      -4.931162715,                 0,      -7.113859959
          0,           0,         459,      -1.658066825,      -4.641231463,      -4.934139677,                 0,      -7.114689304
          0,           0,         460,      -1.657119278,      -4.638953765,      -4.931162715,                 0,      -7.113859959
          0,           0,         461,      -1.658066825,      -4.641231463,      -4.934139677,                 0,      -7.114689304
          0,           0,         462,      -1.657119278,      -4.638953765,      -4.931162715,                 0,      -7.113859959
          0,           0,         463,      -1.658066825,      -4.641231463,      -4.934139677,                 0,      -7.114689304
          0,           0,         464,      -1.657119278,      -4.638953765,      -4.931162715,                 0,      -7.113859959
          0,           0,         465,      -1.658066825,      -4.641231463,      -4.934139677,                 0,      -7.114689304
          0,           0,         466,      -1.657119278,      -4.638953765,      -4.931162715,                 0,      -7.113859959
          0,           0,         467,      -1.658066825,      -4.641231463,      -4.934139677,                 0,      -7.114689304
          0,           0,         468,      -1.657119278,      -4.638953765,      -4.931162715,                 0,      -7.113859959
          0,           0,         469,      -1.658066825,      -4.641231463,      -4.934139677,                 0,      -7.114689304
          0,           0,         470,      -1.657119278,      -4.638953765,      -4.931162715,                 0,      -7.113859959
          0,           0,         471,      -1.658066825,      -4.641231463,      -4.934139677,                 0,      -7.114689304
          0,           0,         472,      -1.657119278,      -4.638953765,      -4.931162715,                 0,      -7.113859959
          0,           0,         473,      -1.658066825,      -4.641231463,      -4.934139677,                 0,      -7.114689304
          0,           0,         474,      -1.657119278,      -4.638953765,      -4.931162715,                 0,      -7.113859959
          0,           0,         475,      -1.658066825,      -4.641231463,      -4.934139677,                 0,      -7.114689304
          0,           0,         476,      -1.657119278,      -4.638953765,      -4.931162715,                 0,      -7.113859959
          0,           0,         477,      -1.658066825,      -4.641231463,      -4.934139677,                 0,      -7.114689304
          0,           0,         478,      -1.657119278,      -4.638953765,      -4.931162715,                 0,      -7.113859959
          0,           0,         479,      -1.658066825,      -4.641231463,      -4.934139677,                 0,      -7.114689304
          0,           0,         480,      -1.657119278,      -4.638953765,      -4.931162715,                 0,      -7.113859959
          0,           0,         481,      -1.658066825,      -4.641231463,      -4.934139677,                 0,      -7.114689304
          0,           0,         482,      -1.657119278,      -4.638953765,      -4.931162715,                 0,      -7.113859959
          0,           0,         483,      -1.658066825,      -4.641231463,      -4.934139677,                 0,      -7.114689304
          0,           0,         484,      -1.657119278,      -4.638953765,      -4.931162715,                 0,      -7.113859959
          0,           0,         485,      -1.658066825,      -4.641231463,      -4.934139677,                 0,      -7.114689304
          0,           0,         486,      -1.657119278,      -4.638953765,      -4.931162715,                 0,      -7.113859959
          0,           0,         487,      -1.658066825,      -4.641231463,      -4.934139677,                 0,      -7.114689304
          0,           0,         488,      -1.657119278,      -4.638953765,      -4.931162715,                 0,      -7.113859959
          0,           0,         489,      -1.658066825,      -4.641231463,      -4.934139677,                 0,      -7.114689304
          0,           0,         490,      -1.657119278,      -4.638953765,      -4.931162715,                 0,      -7.113859959
          0,           0,         491,      -1.658066825,      -4.641231463,      -4.934139677,                 0,      -7.114689304
          0,           0,         492,      -1.657119278,      -4.638953765,      -4.931162715,                 0,      -7.113859959
          0,           0,         493,      -1.658066825,      -4.641231463,      -4.934139677,                 0,      -7.114689304
          0,           0,         494,      -1.657119278,      -4.638953765,      -4.931162715,                 0,      -7.113859959
          0,           0,         495,      -1.658066825,      -4.641231463,      -4.934139677,                 0,      -7.114689304
          0,           0,         496,      -1.657119278,      -4.638953765,      -4.931162715,                 0,      -7.113859959
          0,           0,         497,      -1.658066825,      -4.641231463,      -4.934139677,                 0,      -7.114689304
          0,           0,         498,      -1.657119278,      -4.638953765,      -4.931162715,                 0,      -7.113859959
          0,           0,         499,      -1.658066825,      -4.641231463,      -4.934139677,                 0,      -7.114689304
